year,round,pick,player,cfb_url,cfb_table_name,cfb_school,cfb_conference,cfb_class,cfb_pos,cfb_games,cfb_receptions,cfb_rec_yards,cfb_rec_yards_per_reception,cfb_rec_td,cfb_rushes,cfb_rushing_yards,cfb_rushing_yards_per_rush,cfb_rushing_td,cfb_plays,cfb_yards,cfb_yards_per_play,cfb_td,combine_method,combine_draft_age,combine_ht,combine_wt,combine_forty,combine_vertical,combine_benchreps,combine_broadjump,combine_cone,nfl_url,nfl_table_name,nfl_yards_per_year
2010,1,24,Dez Bryant,https://www.sports-reference.com/cfb/players/dez-bryant-1.html,receiving & rushing table,Oklahoma State,Big 12,JR,WR,28.0,147.0,2425.0,16.5,29.0,2.0,16.0,8.0,0.0,149.0,2441.0,16.4,29.0,success from merge,21,74.0,225.0,4.52,,,,,https://www.pro-football-reference.com/players/B/BryaDe01.htm,receiving & rushing table,"[561.0, 928.0, 1382.0, 1233.0, 1320.0, 401.0, 796.0, 838.0]"
2010,2,36,Dexter McCluster,https://www.sports-reference.com/cfb/players/dexter-mccluster-1.html,receiving & rushing table inverted,Ole Miss,SEC,SR,RB,40.0,130.0,1703.0,13.1,7.0,304.0,1955.0,6.4,15.0,434.0,3658.0,8.4,22.0,success from merge,21,69.0,172.0,4.53,37.5,20.0,118.0,,https://www.pro-football-reference.com/players/M/McClDe00.htm,receiving & rushing table inverted,"[209.0, 328.0, 452.0, 511.0, 197.0, 260.0, 36.0]"
2010,2,39,Arrelious Benn,https://www.sports-reference.com/cfb/players/arrelious-benn-1.html,receiving & rushing table,Illinois,Big Ten,JR,WR,37.0,159.0,2221.0,14.0,7.0,62.0,282.0,4.5,3.0,221.0,2503.0,11.3,10.0,success from merge,21,73.0,219.0,4.57,37.0,20.0,118.0,,https://www.pro-football-reference.com/players/B/BennAr00.htm,receiving & rushing table,"[395.0, 441.0, 26.0, 116.0, 12.0]"
2010,2,60,Golden Tate,https://www.sports-reference.com/cfb/players/golden-tate-1.html,receiving & rushing table,Notre Dame,Ind,JR,WR,37.0,157.0,2707.0,17.2,26.0,31.0,227.0,7.3,3.0,188.0,2934.0,15.6,29.0,success from merge,22,70.0,199.0,4.42,35.0,17.0,120.0,7.12,https://www.pro-football-reference.com/players/T/TateGo00.htm,receiving & rushing table,"[227.0, 382.0, 688.0, 898.0, 1331.0, 813.0, 1077.0, 1003.0, 795.0, 676.0, 83.0]"
2010,3,77,Damian Williams,https://www.sports-reference.com/cfb/players/damian-williams-1.html,receiving & rushing table,USC,Pac-10,,WR,38.0,147.0,2114.0,14.4,17.0,7.0,64.0,9.1,0.0,154.0,2178.0,14.1,17.0,success from merge,22,73.0,197.0,4.52,38.0,19.0,118.0,6.79,https://www.pro-football-reference.com/players/W/WillDa04.htm,receiving & rushing table,"[219.0, 592.0, 324.0, 178.0, 14.0]"
2010,3,78,Brandon LaFell,https://www.sports-reference.com/cfb/players/brandon-lafell-1.html,receiving & rushing table,LSU,SEC,SR,WR,51.0,175.0,2517.0,14.4,25.0,8.0,37.0,4.6,1.0,183.0,2554.0,14.0,26.0,success from merge,23,74.0,211.0,4.58,36.0,,115.0,6.81,https://www.pro-football-reference.com/players/L/LaFeBr00.htm,receiving & rushing table,"[468.0, 613.0, 677.0, 627.0, 953.0, 515.0, 862.0, 548.0, 135.0]"
2010,3,82,Emmanuel Sanders ,https://www.sports-reference.com/cfb/players/emmanuel-sanders-1.html,receiving & rushing table,SMU,CUSA,SR,WR,47.0,285.0,3791.0,13.3,34.0,9.0,40.0,4.4,0.0,294.0,3831.0,13.0,34.0,success from search,23,71.0,186.0,4.4,39.5,12.0,126.0,6.64,https://www.pro-football-reference.com/players/S/SandEm00.htm,receiving & rushing table,"[376.0, 288.0, 626.0, 740.0, 1404.0, 1135.0, 1032.0, 555.0, 868.0, 869.0, 89.0]"
2010,3,84,Jordan Shipley,https://www.sports-reference.com/cfb/players/jordan-shipley-1.html,receiving & rushing table,Texas,Big 12,SR,WR,53.0,248.0,3191.0,12.9,33.0,16.0,162.0,10.1,0.0,264.0,3353.0,12.7,33.0,success from merge,24,71.0,193.0,4.6,36.5,16.0,116.0,,https://www.pro-football-reference.com/players/S/ShipJo00.htm,receiving & rushing table,"[600.0, 14.0, 244.0]"
2010,3,87,Eric Decker,https://www.sports-reference.com/cfb/players/eric-decker-1.html,receiving & rushing table,Minnesota,Big Ten,SR,WR,45.0,227.0,3119.0,13.7,24.0,15.0,114.0,7.6,1.0,242.0,3233.0,13.4,25.0,success from merge,23,75.0,217.0,4.54,,15.0,,,https://www.pro-football-reference.com/players/D/DeckEr00.htm,receiving & rushing table,"[106.0, 612.0, 1064.0, 1288.0, 962.0, 1027.0, 194.0, 563.0]"
2010,3,88,Andre Roberts,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,22,71.0,195.0,4.4,36.0,15.0,120.0,6.77,https://www.pro-football-reference.com/players/R/RobeAn00.htm,receiving & rushing table,"[307.0, 586.0, 759.0, 471.0, 453.0, 135.0, 188.0, 12.0, 79.0, 20.0, 0.0]"
2010,3,89,Armanti Edwards,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,22,71.0,187.0,4.41,,,,,https://www.pro-football-reference.com/players/E/EdwaAr00.htm,receiving & rushing table webdriver,"[0.0, 0.0, 121.0, 10.0]"
2010,3,90,Taylor Price,https://www.sports-reference.com/cfb/players/taylor-price-1.html,receiving & rushing table,Ohio,MAC,SR,WR,52.0,149.0,2019.0,13.6,14.0,24.0,125.0,5.2,0.0,173.0,2144.0,12.4,14.0,success from merge,22,72.0,204.0,4.4,37.0,16.0,114.0,6.82,https://www.pro-football-reference.com/players/P/PricTa00.htm,receiving & rushing table,"[41.0, 39.0, 0.0]"
2010,4,99,Mardy Gilyard,https://www.sports-reference.com/cfb/players/mardy-gilyard-1.html,receiving & rushing table,Cincinnati,Big East,SR,WR,48.0,204.0,3003.0,14.7,25.0,7.0,26.0,3.7,1.0,211.0,3029.0,14.4,26.0,success from merge,23,72.0,187.0,4.61,39.0,,116.0,6.92,https://www.pro-football-reference.com/players/G/GilyMa00.htm,receiving & rushing table webdriver,"[63.0, 15.0]"
2010,4,101,Mike Williams,https://www.sports-reference.com/cfb/players/mike-williams-4.html,receiving & rushing table,Syracuse,Big East,SR,WR,29.0,133.0,2044.0,15.4,20.0,1.0,-7.0,-7.0,0.0,134.0,2037.0,15.2,20.0,success from search,23,73.0,221.0,4.53,33.5,8.0,116.0,6.9,https://www.pro-football-reference.com/players/W/WillMi04.htm,receiving & rushing table,"[964.0, 771.0, 996.0, 216.0, 142.0]"
2010,4,107,Marcus Easley,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,22,75.0,210.0,4.39,34.0,16.0,123.0,6.94,https://www.pro-football-reference.com/players/E/EaslMa00.htm,receiving & rushing table webdriver,"[13.0, 58.0]"
2010,4,108,Jacoby Ford,https://www.sports-reference.com/cfb/players/jacoby-ford-1.html,receiving & rushing table,Clemson,ACC,SR,WR,48.0,143.0,1986.0,13.9,16.0,58.0,494.0,8.5,2.0,201.0,2480.0,12.3,18.0,success from merge,23,69.0,186.0,4.28,33.5,15.0,115.0,7.0,https://www.pro-football-reference.com/players/F/FordJa01.htm,receiving & rushing table,"[470.0, 279.0, 0.0, 99.0]"
2010,5,156,David Reed,https://www.sports-reference.com/cfb/players/david-reed-1.html,receiving & rushing table,Utah,MWC,SR,WR,26.0,106.0,1615.0,15.2,11.0,5.0,19.0,3.8,1.0,111.0,1634.0,14.7,12.0,success from merge,23,72.0,191.0,4.56,37.0,15.0,114.0,6.95,https://www.pro-football-reference.com/players/R/ReedDa00.htm,receiving & rushing table webdriver,"[0.0, 0.0, 66.0, 2.0]"
2010,5,159,Riley Cooper,https://www.sports-reference.com/cfb/players/riley-cooper-1.html,receiving & rushing table,Florida,SEC,SR,WR,51.0,81.0,1496.0,18.5,18.0,1.0,14.0,14.0,0.0,82.0,1510.0,18.4,18.0,success from merge,22,75.0,222.0,4.53,33.0,,114.0,,https://www.pro-football-reference.com/players/C/CoopRi00.htm,receiving & rushing table,"[116.0, 315.0, 248.0, 835.0, 577.0, 327.0]"
2010,5,165,Kerry Meier,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,23,74.0,224.0,4.62,35.0,13.0,115.0,,https://www.pro-football-reference.com/players/M/MeieKe00.htm,receiving & rushing table,[0.0]
2010,6,177,Carlton Mitchell ,https://www.sports-reference.com/cfb/players/carlton-mitchell-1.html,receiving & rushing table,South Florida,Big East,JR,WR,37.0,105.0,1648.0,15.7,9.0,5.0,24.0,4.8,0.0,110.0,1672.0,15.2,9.0,success from search,22,75.0,215.0,4.46,36.0,16.0,122.0,6.96,https://www.pro-football-reference.com/players/M/MitcCa00.htm,receiving & rushing table,"[0.0, 31.0]"
2010,6,191,Dezmon Briscoe,https://www.sports-reference.com/cfb/players/dezmon-briscoe-1.html,receiving & rushing table,Kansas,Big 12,JR,WR,37.0,219.0,3240.0,14.8,31.0,4.0,37.0,9.3,1.0,223.0,3277.0,14.7,32.0,success from merge,21,74.0,207.0,4.66,33.0,9.0,115.0,7.1,https://www.pro-football-reference.com/players/B/BrisDe00.htm,receiving & rushing table,"[93.0, 387.0, 22.0]"
2010,6,195,Antonio Brown ,https://www.sports-reference.com/cfb/players/antonio-brown-1.html,receiving & rushing table,Central Michigan,MAC,JR,WR,41.0,305.0,3199.0,10.5,22.0,72.0,531.0,7.4,4.0,377.0,3730.0,9.9,26.0,success from search,22,70.0,186.0,4.56,33.5,13.0,105.0,6.98,https://www.pro-football-reference.com/players/B/BrowAn04.htm,receiving & rushing table,"[167.0, 1108.0, 787.0, 1499.0, 1698.0, 1834.0, 1284.0, 1533.0, 1297.0, 56.0]"
2010,6,197,Trindon Holliday,https://www.sports-reference.com/cfb/players/trindon-holliday-1.html,receiving & rushing table inverted,LSU,SEC,SR,RB,51.0,7.0,72.0,10.3,0.0,115.0,776.0,6.7,4.0,122.0,848.0,7.0,4.0,success from merge,24,65.0,166.0,4.34,42.0,10.0,116.0,6.54,https://www.pro-football-reference.com/players/H/HollTr00.htm,receiving & rushing table webdriver,"[17.0, 0.0, 0.0]"
2010,6,198,David Gettis,https://www.sports-reference.com/cfb/players/david-gettis-1.html,receiving & rushing table,Baylor,Big 12,SR,WR,47.0,116.0,1555.0,13.4,4.0,0.0,0.0,0.0,0.0,116.0,1555.0,13.4,4.0,success from merge,23,75.0,217.0,4.43,34.5,15.0,124.0,6.94,https://www.pro-football-reference.com/players/G/GettDa00.htm,receiving & rushing table,"[508.0, 0.0]"
2010,6,199,Joe Webb,https://www.sports-reference.com/cfb/players/joe-webb-2.html,receiving & rushing table webdriver inverted,UAB,CUSA,SR,QB,37.0,32.0,471.0,14.7,4.0,516.0,2774.0,5.4,24.0,548.0,3245.0,5.9,28.0,fail from merge and from search,23,,,,,,,,https://www.pro-football-reference.com/players/W/WebbJo00.htm,receiving & rushing table manually,"[0, 9, 0, 33, 16, 0, 3, 0, 13]"
2010,6,206,Kyle Williams,https://www.sports-reference.com/cfb/players/kyle-williams-1.html,receiving & rushing table,Arizona State,Pac-10,SR,WR,41.0,109.0,1626.0,14.9,18.0,17.0,130.0,7.6,0.0,126.0,1756.0,13.9,18.0,success from merge,22,70.0,188.0,4.4,33.0,11.0,118.0,7.0,https://www.pro-football-reference.com/players/W/WillKy01.htm,receiving & rushing table,"[8.0, 241.0, 212.0, 113.0, 0.0]"
2010,7,219,Terrence Austin,https://www.sports-reference.com/cfb/players/terrence-austin-1.html,receiving & rushing table,UCLA,Pac-10,SR,WR,47.0,109.0,1192.0,10.9,5.0,23.0,146.0,6.3,0.0,132.0,1338.0,10.1,5.0,fail from merge and from search,22,,,,,,,,https://www.pro-football-reference.com/players/A/AustTe00.htm,receiving & rushing table,"[47.0, 137.0]"
2010,7,222,Marc Mariani,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,fail from merge and from search,23,,,,,,,,https://www.pro-football-reference.com/players/M/MariMa00.htm,receiving & rushing table webdriver,"[0.0, 24.0, 300.0, 0.0]"
2010,7,227,Dorin Dickerson,https://www.sports-reference.com/cfb/players/dorin-dickerson-1.html,receiving & rushing table,Pitt,Big East,SR,TE,45.0,63.0,708.0,11.2,12.0,5.0,50.0,10.0,1.0,68.0,758.0,11.1,13.0,success from merge,22,73.0,226.0,4.4,43.5,24.0,125.0,6.96,https://www.pro-football-reference.com/players/D/DickDo00.htm,receiving & rushing table,"[0.0, 117.0, 34.0]"
2010,7,255,Tim Toone,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,fail from merge and from search,25,,,,,,,,https://www.pro-football-reference.com/players/T/ToonTi00.htm,receiving & rushing table,[0.0]
2009,1,7,Darrius Heyward-Bey,https://www.sports-reference.com/cfb/players/darrius-heyward-bey-1.html,receiving & rushing table,Maryland,ACC,JR,WR,38.0,138.0,2089.0,15.1,13.0,25.0,314.0,12.6,2.0,163.0,2403.0,14.7,15.0,success from merge,22,74.0,210.0,4.3,38.5,16.0,126.0,6.8,https://www.pro-football-reference.com/players/H/HeywDa00.htm,receiving & rushing table,"[124.0, 366.0, 975.0, 606.0, 309.0, 33.0, 314.0, 114.0, 47.0, 9.0]"
2009,1,10,Michael Crabtree,https://www.sports-reference.com/cfb/players/michael-crabtree-1.html,receiving & rushing table,Texas Tech,Big 12,SO,WR,26.0,231.0,3127.0,13.5,41.0,2.0,1.0,0.5,0.0,233.0,3128.0,13.4,41.0,success from merge,21,73.0,215.0,4.54,,,,,https://www.pro-football-reference.com/players/C/CrabMi00.htm,receiving & rushing table,"[625.0, 741.0, 874.0, 1105.0, 284.0, 698.0, 922.0, 1003.0, 618.0, 607.0, 22.0]"
2009,1,19,Jeremy Maclin,https://www.sports-reference.com/cfb/players/jeremy-maclin-1.html,receiving & rushing table,Missouri,Big 12,SO,WR,28.0,182.0,2315.0,12.7,22.0,91.0,668.0,7.3,6.0,273.0,2983.0,10.9,28.0,success from merge,21,72.0,198.0,4.43,,,,,https://www.pro-football-reference.com/players/M/MaclJe00.htm,receiving & rushing table,"[773.0, 964.0, 859.0, 857.0, 1318.0, 1088.0, 536.0, 440.0]"
2009,1,22,Percy Harvin,https://www.sports-reference.com/cfb/players/percy-harvin-1.html,receiving & rushing table inverted,Florida,SEC,JR,RB,36.0,133.0,1929.0,14.5,13.0,194.0,1852.0,9.5,19.0,327.0,3781.0,11.6,32.0,success from merge,21,71.0,192.0,4.39,,19.0,,,https://www.pro-football-reference.com/players/H/HarvPe00.htm,receiving & rushing table,"[790.0, 868.0, 967.0, 677.0, 17.0, 483.0, 218.0, 6.0]"
2009,1,29,Hakeem Nicks,https://www.sports-reference.com/cfb/players/hakeem-nicks-1.html,receiving & rushing table,North Carolina,ACC,JR,WR,36.0,181.0,2840.0,15.7,21.0,7.0,43.0,6.1,1.0,188.0,2883.0,15.3,22.0,success from merge,21,73.0,212.0,4.51,36.0,,,,https://www.pro-football-reference.com/players/N/NickHa01.htm,receiving & rushing table,"[790.0, 1052.0, 1192.0, 692.0, 896.0, 405.0, 54.0]"
2009,1,30,Kenny Britt,https://www.sports-reference.com/cfb/players/kenny-britt-1.html,receiving & rushing table,Rutgers,Big East,JR,WR,34.0,178.0,3043.0,17.1,17.0,7.0,75.0,10.7,1.0,185.0,3118.0,16.9,18.0,success from merge,20,75.0,218.0,4.47,37.0,23.0,124.0,,https://www.pro-football-reference.com/players/B/BritKe00.htm,receiving & rushing table,"[701.0, 775.0, 289.0, 589.0, 96.0, 748.0, 681.0, 1002.0, 256.0]"
2009,2,36,Brian Robiskie,https://www.sports-reference.com/cfb/players/brian-robiskie-1.html,receiving & rushing table,Ohio State,Big Ten,SR,WR,51.0,127.0,1866.0,14.7,24.0,0.0,0.0,0.0,0.0,127.0,1866.0,14.7,24.0,success from merge,21,75.0,209.0,4.46,37.5,,,6.72,https://www.pro-football-reference.com/players/R/RobiBr00.htm,receiving & rushing table,"[106.0, 310.0, 25.0, 44.0, 0.0]"
2009,2,50,Mohamed Massaquoi,https://www.sports-reference.com/cfb/players/mohamed-massaquoi-1.html,receiving & rushing table,Georgia,SEC,SR,WR,51.0,158.0,2282.0,14.4,16.0,2.0,35.0,17.5,0.0,160.0,2317.0,14.5,16.0,success from merge,22,73.0,210.0,4.51,36.5,,127.0,,https://www.pro-football-reference.com/players/M/MassMo00.htm,receiving & rushing table,"[624.0, 483.0, 384.0, 254.0]"
2009,3,82,Derrick Williams,https://www.sports-reference.com/cfb/players/derrick-williams-2.html,receiving & rushing table,Penn State,Big Ten,SR,WR,46.0,161.0,1743.0,10.8,9.0,117.0,594.0,5.1,8.0,278.0,2337.0,8.4,17.0,success from merge,23,71.0,194.0,4.47,33.0,15.0,,,https://www.pro-football-reference.com/players/W/WillDe05.htm,receiving & rushing table webdriver,"[52.0, 30.0]"
2009,3,83,Brandon Tate,https://www.sports-reference.com/cfb/players/brandon-tate-1.html,receiving & rushing table webdriver,North Carolina,ACC,SR,WR,41.0,46.0,927.0,20.2,8.0,26.0,294.0,11.3,2.0,72.0,1221.0,17.0,10.0,success from merge,21,72.0,183.0,4.52,,,,,https://www.pro-football-reference.com/players/T/TateBr00.htm,receiving & rushing table webdriver,"[0.0, 432.0, 0.0, 211.0, 6.0, 193.0, 59.0, 117.0, 81.0, 0.0]"
2009,3,84,Mike Wallace,https://www.sports-reference.com/cfb/players/mike-wallace-1.html,receiving & rushing table,Ole Miss,SEC,SR,WR,37.0,101.0,1910.0,18.9,15.0,11.0,94.0,8.5,0.0,112.0,2004.0,17.9,15.0,success from merge,23,72.0,199.0,4.33,40.0,14.0,129.0,6.9,https://www.pro-football-reference.com/players/W/WallMi00.htm,receiving & rushing table,"[756.0, 1257.0, 1193.0, 836.0, 930.0, 862.0, 473.0, 1017.0, 748.0, 0.0]"
2009,3,85,Ramses Barden,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,23,78.0,229.0,4.51,33.5,17.0,118.0,,https://www.pro-football-reference.com/players/B/BardRa00.htm,receiving & rushing table,"[16.0, 64.0, 94.0, 220.0]"
2009,3,87,Patrick Turner,https://www.sports-reference.com/cfb/players/patrick-turner-1.html,receiving & rushing table,USC,Pac-10,SR,WR,48.0,138.0,1752.0,12.7,17.0,0.0,0.0,0.0,0.0,138.0,1752.0,12.7,17.0,success from merge,22,77.0,223.0,4.59,,,,,https://www.pro-football-reference.com/players/T/TurnPa00.htm,receiving & rushing table,"[0.0, 26.0, 96.0, 0.0]"
2009,3,91,Deon Butler,https://www.sports-reference.com/cfb/players/deon-butler-1.html,receiving & rushing table,Penn State,Big Ten,SR,WR,50.0,179.0,2771.0,15.5,22.0,4.0,-3.0,-0.8,0.0,183.0,2768.0,15.1,22.0,success from merge,23,70.0,182.0,4.31,34.5,12.0,118.0,7.01,https://www.pro-football-reference.com/players/B/ButlDe00.htm,receiving & rushing table,"[175.0, 385.0, 51.0, 0.0]"
2009,3,99,Juaquin Iglesias,https://www.sports-reference.com/cfb/players/juaquin-iglesias-1.html,receiving & rushing table,Oklahoma,Big 12,SR,WR,54.0,202.0,2861.0,14.2,19.0,12.0,109.0,9.1,1.0,214.0,2970.0,13.9,20.0,success from merge,22,73.0,210.0,4.44,34.5,,116.0,,https://www.pro-football-reference.com/players/I/IgleJu00.htm,receiving & rushing table,[0.0]
2009,4,107,Mike Thomas,https://www.sports-reference.com/cfb/players/mike-thomas-9.html,receiving & rushing table,Arizona,Pac-10,SR,WR,48.0,259.0,3231.0,12.5,22.0,45.0,395.0,8.8,3.0,304.0,3626.0,11.9,25.0,success from merge,22,68.0,195.0,4.3,40.5,,126.0,6.65,https://www.pro-football-reference.com/players/T/ThomMi01.htm,receiving & rushing table,"[453.0, 820.0, 415.0, 108.0]"
2009,4,108,Brian Hartline ,https://www.sports-reference.com/cfb/players/brian-hartline-1.html,receiving & rushing table,Ohio State,Big Ten,JR,WR,38.0,90.0,1429.0,15.9,12.0,10.0,68.0,6.8,0.0,100.0,1497.0,15.0,12.0,success from search,22,74.0,195.0,4.49,34.5,,120.0,6.65,https://www.pro-football-reference.com/players/H/HartBr00.htm,receiving & rushing table,"[506.0, 615.0, 549.0, 1083.0, 1016.0, 474.0, 523.0]"
2009,4,124,Louis Murphy,https://www.sports-reference.com/cfb/players/louis-murphy-1.html,receiving & rushing table,Florida,SEC,SR,WR,48.0,77.0,1245.0,16.2,13.0,3.0,19.0,6.3,0.0,80.0,1264.0,15.8,13.0,success from merge,22,74.0,203.0,4.32,,12.0,,,https://www.pro-football-reference.com/players/M/MurpLo00.htm,receiving & rushing table,"[521.0, 609.0, 241.0, 336.0, 37.0, 380.0, 198.0, 121.0]"
2009,4,127,Austin Collie,https://www.sports-reference.com/cfb/players/austin-collie-1.html,receiving & rushing table,Brigham Young,MWC,JR,WR,37.0,215.0,3255.0,15.1,30.0,17.0,106.0,6.2,0.0,232.0,3361.0,14.5,30.0,success from merge,23,73.0,200.0,4.53,34.0,17.0,120.0,6.78,https://www.pro-football-reference.com/players/C/CollAu00.htm,receiving & rushing table,"[676.0, 649.0, 514.0, 6.0, 63.0]"
2009,5,140,Johnny Knox,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,22,71.0,185.0,4.34,35.0,,122.0,6.81,https://www.pro-football-reference.com/players/K/KnoxJo00.htm,receiving & rushing table,"[527.0, 960.0, 727.0, 0.0]"
2009,5,141,Kenny McKinley,https://www.sports-reference.com/cfb/players/kenny-mckinley-1.html,receiving & rushing table,South Carolina,SEC,SR,WR,47.0,207.0,2781.0,13.4,19.0,13.0,34.0,2.6,0.0,220.0,2815.0,12.8,19.0,success from merge,22,72.0,189.0,4.37,37.0,,113.0,6.96,https://www.pro-football-reference.com/players/M/McKiKe00.htm,receiving & rushing table,[0.0]
2009,5,144,Jarett Dillard,https://www.sports-reference.com/cfb/players/jarett-dillard-1.html,receiving & rushing table,Rice,CUSA,SR,WR,49.0,292.0,4138.0,14.2,60.0,3.0,-2.0,-0.7,0.0,295.0,4136.0,14.0,60.0,success from merge,23,70.0,191.0,4.5,42.5,13.0,129.0,7.1,https://www.pro-football-reference.com/players/D/DillJa00.htm,receiving & rushing table,"[106.0, 292.0]"
2009,5,160,Brooks Foster ,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from search,23,72.0,211.0,4.44,,27.0,,,https://www.pro-football-reference.com/players/F/FostBr00.htm,receiving & rushing table,[0.0]
2009,6,175,Quinten Lawrence,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,24,72.0,184.0,4.4,,20.0,,,https://www.pro-football-reference.com/players/L/LawrQu00.htm,receiving & rushing table webdriver inverted,[9.0]
2009,6,194,Brandon Gibson,https://www.sports-reference.com/cfb/players/brandon-gibson-1.html,receiving & rushing table,Washington State,Pac-10,SR,WR,45.0,182.0,2756.0,15.1,17.0,10.0,19.0,1.9,0.0,192.0,2775.0,14.5,17.0,success from merge,22,72.0,210.0,4.59,,,,,https://www.pro-football-reference.com/players/G/GibsBr00.htm,receiving & rushing table,"[348.0, 620.0, 431.0, 691.0, 326.0, 295.0]"
2009,6,206,Dominique Edison,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,23,74.0,204.0,4.42,37.0,,120.0,,https://www.pro-football-reference.com/players/E/EdisDo00.htm,receiving & rushing table,[0.0]
2009,7,224,Demetrius Byrd,https://www.sports-reference.com/cfb/players/demetrius-byrd-1.html,receiving & rushing table,LSU,SEC,SR,WR,27.0,72.0,1134.0,15.8,11.0,0.0,0.0,0.0,0.0,72.0,1134.0,15.8,11.0,success from merge,0,72.0,199.0,4.35,31.5,,117.0,,nfl link is missing,receiving & rushing table,[0.0]
2009,7,229,Manuel Johnson,https://www.sports-reference.com/cfb/players/manuel-johnson-1.html,receiving & rushing table,Oklahoma,Big 12,SR,WR,48.0,119.0,1710.0,14.4,17.0,5.0,25.0,5.0,0.0,124.0,1735.0,14.0,17.0,success from merge,22,71.0,189.0,4.5,,,,,https://www.pro-football-reference.com/players/J/JohnMa04.htm,receiving & rushing table,[6.0]
2009,7,232,Julian Edelman,https://www.sports-reference.com/cfb/players/julian-edelman-1.html,receiving & rushing table webdriver inverted,Kent State,MAC,SR,QB,31.0,1.0,11.0,11.0,0.0,502.0,2483.0,4.9,22.0,503.0,2494.0,5.0,22.0,fail from merge and from search,23,,,,,,,,https://www.pro-football-reference.com/players/E/EdelJu00.htm,receiving & rushing table,"[359.0, 86.0, 34.0, 235.0, 1056.0, 972.0, 692.0, 1106.0, 850.0, 1117.0, 259.0]"
2009,7,233,Sammie Stroughter,https://www.sports-reference.com/cfb/players/sammie-stroughter-1.html,receiving & rushing table,Oregon State,Pac-10,SR,WR,51.0,164.0,2653.0,16.2,14.0,11.0,64.0,5.8,0.0,175.0,2717.0,15.5,14.0,success from merge,23,69.0,189.0,4.45,30.0,13.0,110.0,7.03,https://www.pro-football-reference.com/players/S/StroSa00.htm,receiving & rushing table,"[334.0, 239.0, 52.0, 14.0]"
2009,7,243,Marko Mitchell ,https://www.sports-reference.com/cfb/players/marko-mitchell-1.html,receiving & rushing table,Nevada,WAC,SR,WR,39.0,153.0,2763.0,18.1,22.0,5.0,92.0,18.4,0.0,158.0,2855.0,18.1,22.0,success from search,24,76.0,218.0,4.43,32.0,9.0,116.0,7.04,https://www.pro-football-reference.com/players/M/MitcMa00.htm,receiving & rushing table,[32.0]
2009,7,251,Derek Kinder,https://www.sports-reference.com/cfb/players/derek-kinder-1.html,receiving & rushing table,Pitt,Big East,SR,WR,44.0,131.0,1646.0,12.6,13.0,2.0,9.0,4.5,0.0,133.0,1655.0,12.4,13.0,fail from merge and no nfl link,0,,,,,,,,nfl link is missing,receiving & rushing table,[0.0]
2009,7,252,Freddie Brown,https://www.sports-reference.com/cfb/players/freddie-brown-2.html,receiving & rushing table,Utah,MWC,SR,WR,42.0,116.0,1358.0,11.7,7.0,1.0,-5.0,-5.0,0.0,117.0,1353.0,11.6,7.0,fail from merge and no nfl link,0,,,,,,,,nfl link is missing,receiving & rushing table,[0.0]
2009,7,253,Tiquan Underwood,https://www.sports-reference.com/cfb/players/tiquan-underwood-1.html,receiving & rushing table,Rutgers,Big East,SR,WR,50.0,132.0,1931.0,14.6,16.0,19.0,63.0,3.3,0.0,151.0,1994.0,13.2,16.0,success from merge,22,73.0,184.0,4.31,41.5,7.0,129.0,6.62,https://www.pro-football-reference.com/players/U/UndeTi00.htm,receiving & rushing table,"[0.0, 111.0, 30.0, 425.0, 440.0]"
2008,2,33,Donnie Avery,https://www.sports-reference.com/cfb/players/donnie-avery-1.html,receiving & rushing table,Houston,CUSA,SR,WR,50.0,210.0,3289.0,15.7,19.0,0.0,0.0,0.0,0.0,210.0,3289.0,15.7,19.0,success from merge,24,71.0,192.0,4.43,,16.0,,,https://www.pro-football-reference.com/players/A/AverDo00.htm,receiving & rushing table,"[674.0, 589.0, 45.0, 781.0, 596.0, 176.0]"
2008,2,34,Devin Thomas,https://www.sports-reference.com/cfb/players/devin-thomas-1.html,receiving & rushing table,Michigan State,Big Ten,JR,WR,23.0,85.0,1350.0,15.9,9.0,27.0,177.0,6.6,0.0,112.0,1527.0,13.6,9.0,success from merge,21,74.0,216.0,4.41,28.0,,126.0,7.15,https://www.pro-football-reference.com/players/T/ThomDe02.htm,receiving & rushing table,"[120.0, 325.0, 0.0, 37.0]"
