,year,round,pick,player,NFL-url,pos,draft age,team,entry year,last year,1st team pro select,pro select,weighted career AV,years as primary starter,games,games started,rushing attempts,rushing yards,rushing TD,receiving attemps,receiving yards,receiving td,college,link,cfb school,cfb conference,cfb class,cfb pos,cfb games,cfb receptions,cfb yards,cfb average,cfb td,cfb attemps rushing,cfb yards rushing,cfb avg rushing,cfb td rushing,cfb scrimmages,cfb yards total,cfb avg total,cfb td total,nfl age,nfl team,nfl pos,nfl no,nfl game,nfl game started,nfl target,nfl receptions,nfl yards,nfl y/r,nfl td,nfl first downs,nfl longest rec,nfl rec per game,nfl yards per game,nfl catch ratio,nfl yards per target,nfl rushes,nfl rush yards,nfl rush td,nfl first downs rush,nfl longest rush,nfl rush yards per attempt,nfl rush yards per game,nfl rush attempt per games,nfl total touches,nfl yards per touch,nfl yards from scrimmage,nfl total td,nfl fumbles,nfl AV
56,2018,7,224,Javon Wims,https://www.pro-football-reference.com/players/W/WimsJa00.htm,WR,23,CHI,2018,2019,0,0,0,1,20,6,,,,22,218,1,Georgia,https://www.sports-reference.com/cfb/players/javon-wims-1.html,Georgia,SEC,SR,WR,22.0,62,910,14.7,8,0,0,,0,62,910,14.7,8,25,CHI,wr,83,20,6,44,22,218,9.9,1,11,37,1.1,10.9,50.0%,5.0,,,,,,,,,22,9.9,218,1,0,1
57,2018,7,228,Marcell Ateman,https://www.pro-football-reference.com/players/A/AtemMa00.htm,WR,23,OAK,2018,2019,0,0,0,2,18,6,,,,20,270,1,Oklahoma St.,https://www.sports-reference.com/cfb/players/marcell-ateman-1.html,Oklahoma State,Big 12,SR,WR,43.0,146,2466,16.9,13,1,1,1.0,0,147,2467,16.8,13,25,OAK,,88,18,6,41,20,270,13.5,1,11,36,1.1,15.0,48.8%,6.6,,,,,,,,,20,13.5,270,1,1,2
58,2018,7,240,Richie James,https://www.pro-football-reference.com/players/J/JameRi00.htm,WR,23,SFO,2018,2019,0,0,0,4,29,3,2,-1,0,15,295,2,Middle Tenn. St.,https://www.sports-reference.com/cfb/players/richie-james-1.html,Middle Tennessee State,CUSA,JR,WR,31.0,243,3249,13.4,23,61,554,9.1,5,304,3803,12.5,28,24,SFO,wr,13,29,3,45,339,0,32,7.5,43,1008,1,97,23.4,1634,4,,,,,,,,,,,,,
59,2018,7,253,Auden Tate,https://www.pro-football-reference.com/players/T/TateAu00.htm,WR,21,CIN,2018,2019,0,0,1,4,19,10,,,,44,610,1,Florida St.,https://www.sports-reference.com/cfb/players/auden-tate-1.html,Florida State,ACC,JR,WR,22.0,65,957,14.7,16,0,0,,0,65,957,14.7,16,22,CIN,WR,19,19,10,92,44,610,13.9,1,31,33,2.3,32.1,47.8%,6.6,,,,,,,,,44,13.9,610,1,1,4
60,2018,7,255,Austin Proehl,https://www.pro-football-reference.com/players/P/ProeAu00.htm,WR,22,BUF,,,0,0,0,,,,,,,,,,North Carolina,https://www.sports-reference.com/cfb/players/austin-proehl-1.html,North Carolina,ACC,SR,WR,38.0,91,1265,13.9,5,2,4,2.0,0,93,1269,13.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2018,7,256,Trey Quinn,https://www.pro-football-reference.com/players/Q/QuinTr00.htm,WR,22,WAS,2018,2019,0,0,0,2,15,8,1,0,0,35,273,2,SMU,https://www.sports-reference.com/cfb/players/trey-quinn-1.html,LSU,,,,27.0,114,1236,10.8,13,1,0,0.0,0,115,1236,10.7,13,24,WAS,wr,18,15,8,57,35,273,7.8,2,15,19,2.3,18.2,61.4%,4.8,1,0,0,0,0,0.0,0.0,0.1,36,7.6,273,2,1,2
62,2017,1,5,Corey Davis,https://www.pro-football-reference.com/players/D/DaviCo03.htm,WR,22,TEN,2017,2019,0,0,3,14,42,36,6,55,0,142,1867,6,West. Michigan,https://www.sports-reference.com/cfb/players/corey-davis-3.html,Western Michigan,MAC,SR,WR,50.0,331,5278,15.9,52,3,13,4.3,0,334,5291,15.8,52,24,TEN,WR,84,42,36,246,142,1867,13.1,6,97,51,3.4,44.5,57.7%,7.6,6,55,0,2,39,9.2,1.3,0.1,148,13.0,1922,6,3,15
63,2017,1,7,Mike Williams,https://www.pro-football-reference.com/players/W/WillMi07.htm,WR,22,LAC,2017,2019,0,0,1,15,41,21,8,30,1,103,1760,12,Clemson,https://www.sports-reference.com/cfb/players/mike-williams-17.html,Clemson,ACC,JR,WR,38.0,177,2727,15.4,21,0,0,,0,177,2727,15.4,21,25,LAC,WR,81,41,21,179,103,1760,17.1,12,90,56,2.5,42.9,57.5%,9.8,8,30,1,2,19,3.8,0.7,0.2,111,16.1,1790,13,0,15
64,2017,1,9,John Ross,https://www.pro-football-reference.com/players/R/RossJo00.htm,WR,22,CIN,2017,2019,0,0,2,5,24,19,8,25,0,49,716,10,Washington,https://www.sports-reference.com/cfb/players/john-ross-1.html,Washington,Pac-12,JR,WR,40.0,114,1729,15.2,22,20,195,9.8,2,134,1924,14.4,24,25,CIN,WR,11,24,19,116,49,716,14.6,10,35,66,2.0,29.8,42.2%,6.2,8,25,0,0,12,3.1,1.0,0.3,57,13.0,741,10,2,5
65,2017,2,37,Zay Jones,https://www.pro-football-reference.com/players/J/JoneZa00.htm,WR,22,BUF,2017,2019,0,0,2,10,46,34,2,3,0,110,1184,9,East Carolina,https://www.sports-reference.com/cfb/players/isaiah-jones-2.html,East Carolina,American,SR,WR,49.0,399,4279,10.7,23,5,18,3.6,0,404,4297,10.6,23,,OAK,wr,11,46,34,221,110,1184,10.8,9,62,57,2.4,25.7,49.8%,5.4,2,3,0,0,3,1.5,0.1,0.0,112,10.6,1187,9,1,10
66,2017,2,40,Curtis Samuel,https://www.pro-football-reference.com/players/S/SamuCu00.htm,WR,21,CAR,2017,2019,0,0,2,12,38,27,31,278,3,108,1236,11,Ohio St.,https://www.sports-reference.com/cfb/players/curtis-samuel-1.html,Ohio State,Big Ten,JR,RB,40.0,172,1286,7.5,15,107,1249,11.7,9,279,2535,9.1,24,23,CAR,WR,10,38,27,196,108,1236,11.4,11,66,53,2.8,32.5,55.1%,6.3,31,278,3,13,33,9.0,7.3,0.8,139,10.9,1514,14,1,12
67,2017,2,62,JuJu Smith-Schuster,https://www.pro-football-reference.com/players/S/SmitJu00.htm,WR,20,PIT,2017,2019,0,1,2,24,42,32,1,13,0,211,2895,17,USC,https://www.sports-reference.com/cfb/players/juju-smith-1.html,USC,Pac-12,JR,WR,40.0,213,3092,14.5,25,8,34,4.3,0,221,3126,14.1,25,23,PIT,WR,19,42,32,315,211,2895,13.7,17,127,97,5.0,68.9,67.0%,9.2,1,13,0,1,13,13.0,0.3,0.0,212,13.7,2908,17,2,25
68,2017,3,69,Cooper Kupp,https://www.pro-football-reference.com/players/K/KuppCo00.htm,WR,24,LAR,2017,2019,0,0,2,23,39,28,6,29,0,196,2596,21,East. Washington,https://www.sports-reference.com/cfb/players/cooper-kupp-1.html,,,,,,,,,,,,,,,,,,26,LAR,WR,18,39,28,283,196,2596,13.2,21,118,70,5.0,66.6,69.3%,9.2,6,29,0,3,12,4.8,0.7,0.2,202,13.0,2625,21,4,24
69,2017,3,72,Taywan Taylor,https://www.pro-football-reference.com/players/T/TaylTa00.htm,WR,22,TEN,2017,2019,0,0,0,6,32,10,8,43,0,53,697,2,Western Kentucky,https://www.sports-reference.com/cfb/players/taywan-taylor-1.html,Western Kentucky,CUSA,SR,WR,50.0,253,4234,16.7,41,14,49,3.5,0,267,4283,16.0,41,24,CLE,wr,10,32,10,85,53,697,13.2,2,28,55,1.7,21.8,62.4%,8.2,8,43,0,1,17,5.4,1.3,0.3,61,12.1,740,2,1,6
70,2017,3,79,ArDarius Stewart,https://www.pro-football-reference.com/players/S/StewAr00.htm,WR,23,NYJ,2017,2017,0,0,0,1,15,2,7,27,0,6,82,0,Alabama,https://www.sports-reference.com/cfb/players/ardarius-stewart-1.html,Alabama,SEC,JR,WR,33.0,129,1713,13.3,12,13,82,6.3,0,142,1795,12.6,12,24,NYJ,wr,18,15,2,7,27,0,2,11,3.9,1.8,0.5,13,6,82,13.7,0,2,46,0.4,5.5,46.2%,,13,8.4,109,0,0,1
71,2017,3,82,Carlos Henderson,https://www.pro-football-reference.com/players/H/HendCa01.htm,WR,22,DEN,,,0,0,0,,,,,,,,,,Louisiana Tech,https://www.sports-reference.com/cfb/players/carlos-henderson-1.html,Louisiana Tech,CUSA,JR,WR,36.0,147,2878,19.6,28,32,259,8.1,2,179,3137,17.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2017,3,84,Chris Godwin,https://www.pro-football-reference.com/players/G/GodwCh00.htm,WR,21,TAM,2017,2019,0,1,1,19,46,21,1,8,0,179,2700,17,Penn St.,https://www.sports-reference.com/cfb/players/chris-godwin-1.html,Penn State,Big Ten,JR,WR,39.0,154,2421,15.7,18,3,14,4.7,0,157,2435,15.5,18,23,TAM,WR,12,46,21,271,179,2700,15.1,17,138,71,3.9,58.7,66.1%,10.0,1,8,0,0,8,8.0,0.2,0.0,180,15.0,2708,17,4,20
73,2017,3,96,Kenny Golladay,https://www.pro-football-reference.com/players/G/GollKe00.htm,WR,23,DET,2017,2019,0,1,2,20,42,34,2,17,0,163,2730,19,Northern Illinois,https://www.sports-reference.com/cfb/players/kenny-golladay-1.html,Northern Illinois,MAC,SR,WR,26.0,160,2285,14.3,18,29,206,7.1,3,189,2491,13.2,21,26,DET,WR,19,42,34,283,163,2730,16.7,19,125,75,3.9,65.0,57.6%,9.6,2,17,0,0,9,8.5,0.4,0.0,165,16.6,2747,19,2,21
74,2017,3,98,Chad Williams,https://www.pro-football-reference.com/players/W/WillCh05.htm,WR,22,ARI,2017,2019,0,0,0,1,17,8,3,42,0,20,202,1,Grambling St.,https://www.sports-reference.com/cfb/players/chad-williams-1.html,Southern Mississippi,CUSA,SR,DB,33.0,14,172,12.3,0,2,24,12.0,0,,,,,25,IND,,10,17,8,54,20,202,10.1,1,10,22,1.2,11.9,37.0%,3.7,3,42,0,1,33,14.0,2.5,0.2,23,10.6,244,1,0,1
75,2017,3,106,Amara Darboh,https://www.pro-football-reference.com/players/D/DarbAm00.htm,WR,23,SEA,2017,2017,0,0,0,1,16,0,,,,8,71,0,Michigan,https://www.sports-reference.com/cfb/players/amara-darboh-1.html,Michigan,Big Ten,SR,WR,37.0,151,2062,13.7,14,2,2,1.0,0,153,2064,13.5,14,23,SEA,,84,16,,13,8,71,8.9,0,2,16,0.5,4.4,61.5%,5.5,,,,,,,,,8,8.9,71,0,0,1
76,2017,4,110,Dede Westbrook,https://www.pro-football-reference.com/players/W/WestDe00.htm,WR,23,JAX,2017,2019,0,0,2,13,38,25,14,125,0,159,1716,9,Oklahoma,https://www.sports-reference.com/cfb/players/dede-westbrook-1.html,Oklahoma,Big 12,SR,WR,26.0,126,2267,18.0,21,15,118,7.9,0,141,2385,16.9,21,26,JAX,WR,12,38,25,253,159,1716,10.8,9,86,61,4.2,45.2,62.8%,6.8,14,125,0,5,43,8.9,3.3,0.4,173,10.6,1841,9,5,14
77,2017,4,117,Josh Reynolds,https://www.pro-football-reference.com/players/R/ReynJo00.htm,WR,22,LAR,2017,2019,0,0,1,8,48,11,7,31,0,61,832,7,Texas A&M,https://www.sports-reference.com/cfb/players/josh-reynolds-1.html,Texas A&M,SEC,SR,WR,38.0,164,2788,17.0,30,0,0,,0,164,2788,17.0,30,24,LAR,wr,83,48,11,120,61,832,13.6,7,52,33,1.3,17.3,50.8%,6.9,7,31,0,4,12,4.4,0.6,0.1,68,12.7,863,7,0,8
78,2017,4,118,Mack Hollins,https://www.pro-football-reference.com/players/H/HollMa00.htm,WR,23,PHI,2017,2019,0,0,0,3,32,3,,,,26,351,1,North Carolina,https://www.sports-reference.com/cfb/players/mack-hollins-1.html,North Carolina,ACC,SR,WR,41.0,81,1667,20.6,20,0,0,,0,81,1667,20.6,20,,PHI,wr,16,32,3,45,26,351,13.5,1,15,64,0.8,11.0,57.8%,7.8,,,,,,,,,26,13.5,351,1,0,3
79,2017,4,128,Josh Malone,https://www.pro-football-reference.com/players/M/MaloJo00.htm,WR,21,CIN,2017,2019,0,0,0,1,22,7,2,2,0,7,75,1,Tennessee,https://www.sports-reference.com/cfb/players/josh-malone-1.html,Tennessee,SEC,JR,WR,32.0,104,1608,15.5,14,2,11,5.5,0,106,1619,15.3,14,23,NYJ,,80,22,7,22,7,75,10.7,1,4,25,0.3,3.4,31.8%,3.4,2,2,0,0,4,1.0,0.1,0.1,9,8.6,77,1,0,1
80,2017,4,133,Ryan Switzer,https://www.pro-football-reference.com/players/S/SwitRy00.htm,WR,22,DAL,2017,2019,0,0,0,3,41,1,10,26,0,50,321,1,North Carolina,https://www.sports-reference.com/cfb/players/ryan-switzer-1.html,North Carolina,ACC,SR,WR,53.0,243,2903,11.9,19,25,82,3.3,0,268,2985,11.1,19,25,PIT,,10,41,1,67,537,1,83,8.0,63,1373,0,61,21.8,2257,3,,,,,,,,,,,,,
81,2017,4,139,Jehu Chesson,https://www.pro-football-reference.com/players/C/ChesJe00.htm,WR,23,KAN,2017,2018,0,0,0,0,24,1,1,-4,0,3,25,0,Michigan,https://www.sports-reference.com/cfb/players/jehu-chesson-1.html,Michigan,Big Ten,SR,WR,45.0,114,1639,14.4,12,22,219,10.0,3,136,1858,13.7,15,25,WAS,,16,24,1,6,3,25,8.3,0,3,10,0.1,1.0,50.0%,4.2,1,-4,0,0,0,-4.0,-0.2,0.0,4,5.3,21,0,0,0
82,2017,4,141,Chad Hansen,https://www.pro-football-reference.com/players/H/HansCh00.htm,WR,22,NYJ,2017,2017,0,0,0,1,15,1,,,,9,94,0,California,https://www.sports-reference.com/cfb/players/chad-hansen-1.html,California,Pac-12,JR,WR,17.0,111,1498,13.5,12,0,0,,0,111,1498,13.5,12,22,NYJ,wr,16,15,1,17,9,94,10.4,0,7,24,0.6,6.3,52.9%,5.5,,,,,,,,,9,10.4,94,0,0,1
83,2017,5,166,Shelton Gibson,https://www.pro-football-reference.com/players/G/GibsSh00.htm,WR,22,PHI,2017,2018,0,0,0,0,20,0,,,,3,59,0,West Virginia,https://www.sports-reference.com/cfb/players/shelton-gibson-1.html,West Virginia,Big 12,JR,WR,32.0,84,1898,22.6,17,2,29,14.5,0,86,1927,22.4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2017,5,170,Rodney Adams,https://www.pro-football-reference.com/players/A/AdamRo01.htm,WR,22,MIN,2017,2017,0,0,0,0,1,0,,,,,,,South Florida,https://www.sports-reference.com/cfb/players/rodney-adams-1.html,Toledo,,,,38.0,134,1961,14.6,16,39,370,9.5,7,173,2331,13.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2017,5,172,Isaiah McKenzie,https://www.pro-football-reference.com/players/M/McKeIs00.htm,WR,22,DEN,2017,2019,0,0,1,4,34,9,19,119,2,49,462,1,Georgia,https://www.sports-reference.com/cfb/players/isaiah-mckenzie-1.html,Georgia,SEC,JR,WR,33.0,60,823,13.7,7,37,329,8.9,4,97,1152,11.9,11,24,BUF,WR,19,34,9,82,49,462,9.4,1,24,46,1.4,13.6,59.8%,5.6,19,119,2,8,16,6.3,3.5,0.6,68,8.5,581,3,8,4
86,2017,5,175,DeAngelo Yancey,https://www.pro-football-reference.com/players/Y/YancDe00.htm,WR,22,GNB,,,0,0,0,,,,,,,,,,Purdue,https://www.sports-reference.com/cfb/players/deangelo-yancey-1.html,Purdue,Big Ten,SR,WR,39.0,141,2344,16.6,20,0,0,,0,141,2344,16.6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2017,5,177,Trent Taylor,https://www.pro-football-reference.com/players/T/TaylTr02.htm,WR,23,SFO,2017,2018,0,0,0,5,29,1,,,,69,645,3,Louisiana Tech,https://www.sports-reference.com/cfb/players/trent-taylor-2.html,Louisiana Tech,CUSA,SR,WR,51.0,327,4179,12.8,32,0,0,,0,327,4179,12.8,32,24,SFO,,81,29,1,101,69,645,9.3,3,38,33,2.4,22.2,68.3%,6.4,,,,,,,,,69,9.3,645,3,2,5
88,2017,6,209,Robert Davis,https://www.pro-football-reference.com/players/D/DaviRo00.htm,WR,22,WAS,2017,2019,0,0,0,0,7,3,,,,2,17,0,Georgia St.,https://www.sports-reference.com/cfb/players/robert-davis-10.html,Georgia State,Sun Belt,SR,WR,49.0,222,3391,15.3,17,1,3,3.0,0,223,3394,15.2,17,,WAS,wr,19,7,3,5,2,17,8.5,0,2,11,0.3,2.4,40.0%,3.4,,,,,,,,,2,8.5,17,0,0,0
89,2017,7,219,Stacy Coley,https://www.pro-football-reference.com/players/C/ColeSt00.htm,WR,23,MIN,2017,2018,0,0,0,0,7,0,,,,,,,Miami (FL),https://www.sports-reference.com/cfb/players/stacy-coley-1.html,Miami (FL),ACC,SR,WR,48.0,166,2218,13.4,20,8,125,15.6,1,174,2343,13.5,21,,NYG,,13,7,,2,6,0,6,3.0,3,46,0,21,15.3,52,0,,,,,,,,,,,,,
90,2017,7,226,David Moore,https://www.pro-football-reference.com/players/M/MoorDa03.htm,WR,22,SEA,2017,2019,0,0,0,7,31,8,4,30,0,43,746,7,East Central (OK),https://www.sports-reference.com/cfb/players/david-moore-1.html,Ball State,,,,38.0,94,164,57.3,1143,7.0,6.5,5,4,121.0,,,,24,SEA,wr,83,31,8,87,43,746,17.3,7,33,60,1.4,24.1,49.4%,8.6,4,30,0,1,19,7.5,1.0,0.1,47,16.5,776,7,4,7
91,2017,7,237,Isaiah Ford,https://www.pro-football-reference.com/players/F/FordIs00.htm,WR,21,MIA,2018,2019,0,0,0,2,9,0,1,11,0,23,244,0,Virginia Tech,https://www.sports-reference.com/cfb/players/isaiah-ford-1.html,Virginia Tech,ACC,JR,WR,39.0,210,2967,14.1,24,17,84,4.9,0,227,3051,13.4,24,23,MIA,,84,9,,36,23,244,10.6,0,16,28,2.6,27.1,63.9%,6.8,1,11,0,1,11,11.0,1.2,0.1,24,10.6,255,0,0,2
92,2017,7,239,Noah Brown,https://www.pro-football-reference.com/players/B/BrowNo00.htm,WR,21,DAL,2017,2018,0,0,0,0,21,3,,,,9,87,0,Ohio St.,https://www.sports-reference.com/cfb/players/noah-brown-2.html,Ohio State,Big Ten,SO,WR,14.0,33,411,12.5,7,1,-4,-4.0,0,34,407,12.0,7,22,DAL,wr,85,21,3,17,9,87,9.7,0,6,22,0.4,4.1,52.9%,5.1,,,,,,,,,9,9.7,87,0,0,0
93,2017,7,247,Malachi Dupre,https://www.pro-football-reference.com/players/D/DuprMa01.htm,WR,21,GNB,2018,2018,0,0,0,0,1,0,,,,,,,LSU,https://www.sports-reference.com/cfb/players/malachi-dupre-1.html,LSU,SEC,JR,WR,31.0,98,1609,16.4,14,0,0,,0,98,1609,16.4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2016,1,15,Corey Coleman,https://www.pro-football-reference.com/players/C/ColeCo00.htm,WR,22,CLE,2016,2018,0,0,2,6,27,19,3,15,0,61,789,5,Baylor,https://www.sports-reference.com/cfb/players/corey-coleman-1.html,Baylor,Big 12,JR,WR,34.0,173,3009,17.4,33,33,164,5.0,1,206,3173,15.4,34,24,NYG,wr,19,27,19,139,61,789,12.9,5,40,58,2.3,29.2,43.9%,5.7,3,15,0,0,9,5.0,0.6,0.1,64,12.6,804,5,0,6
95,2016,1,21,Will Fuller,https://www.pro-football-reference.com/players/F/FullWi01.htm,WR,22,HOU,2016,2019,0,0,3,18,42,41,3,6,0,156,2231,16,Notre Dame,https://www.sports-reference.com/cfb/players/william-fuller-2.html,Notre Dame,Ind,JR,WR,32.0,144,2512,17.4,30,2,8,4.0,0,146,2520,17.3,30,25,HOU,WR,15,42,41,258,156,2231,14.3,16,100,73,3.7,53.1,60.5%,8.6,3,6,0,0,5,2.0,0.1,0.1,159,14.1,2237,16,3,19
96,2016,1,22,Josh Doctson,https://www.pro-football-reference.com/players/D/DoctJo00.htm,WR,23,WAS,2016,2019,0,0,2,9,34,26,1,-14,0,81,1100,8,TCU,https://www.sports-reference.com/cfb/players/josh-doctson-1.html,Wyoming,,,,45.0,179,2784,15.6,29,2,7,3.5,0,181,2791,15.4,29,27,MIN,,13,34,26,162,81,1100,13.6,8,57,57,2.4,32.4,50.0%,6.8,1,-14,0,0,0,-14.0,-0.4,0.0,82,13.2,1086,8,0,9
97,2016,1,23,Laquon Treadwell,https://www.pro-football-reference.com/players/T/TreaLa00.htm,WR,21,MIN,2016,2019,0,0,0,6,53,16,,,,65,701,2,Mississippi,https://www.sports-reference.com/cfb/players/laquon-treadwell-1.html,Ole Miss,SEC,JR,WR,35.0,202,2393,11.8,21,6,-10,-1.7,0,208,2383,11.5,21,24,MIN,wr,11,53,16,107,65,701,10.8,2,37,58,1.2,13.2,60.7%,6.6,,,,,,,,,65,10.8,701,2,1,6
98,2016,2,40,Sterling Shepard,https://www.pro-football-reference.com/players/S/ShepSt00.htm,WR,23,NYG,2016,2019,0,0,4,21,53,52,16,140,0,247,2862,17,Oklahoma,https://www.sports-reference.com/cfb/players/sterling-shepard-1.html,Oklahoma,Big 12,SR,WR,49.0,233,3482,14.9,26,17,109,6.4,1,250,3591,14.4,27,26,NYG,WR,87,53,52,379,247,2862,11.6,17,154,77,4.7,54.0,65.2%,7.6,16,140,0,6,27,8.8,2.6,0.3,263,11.4,3002,17,2,22
99,2016,2,47,Michael Thomas,https://www.pro-football-reference.com/players/T/ThomMi05.htm,WR,23,NOR,2016,2019,2,3,4,54,63,57,1,-9,0,470,5512,32,Ohio St.,https://www.sports-reference.com/cfb/players/michael-thomas-3.html,Ohio State,Big Ten,JR,WR,39.0,113,1602,14.2,18,0,0,,0,113,1602,14.2,18,26,NOR,WR,13,63,57,602,470,5512,11.7,32,306,72,7.5,87.5,78.1%,9.2,1,-9,0,0,0,-9.0,-0.1,0.0,471,11.7,5503,32,5,58
100,2016,2,55,Tyler Boyd,https://www.pro-football-reference.com/players/B/BoydTy00.htm,WR,21,CIN,2016,2019,0,0,2,22,56,32,10,84,0,242,2902,15,Pittsburgh,https://www.sports-reference.com/cfb/players/tyler-boyd-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2016,3,85,Braxton Miller,https://www.pro-football-reference.com/players/M/MillBr03.htm,WR,23,HOU,2016,2017,0,0,0,2,21,9,4,1,0,34,261,2,Ohio St.,https://www.sports-reference.com/cfb/players/braxton-miller-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2016,3,86,Leonte Carroo,https://www.pro-football-reference.com/players/C/CarrLe00.htm,WR,22,MIA,2016,2018,0,0,0,2,37,2,1,14,0,12,192,2,Rutgers,https://www.sports-reference.com/cfb/players/leonte-carroo-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2016,4,107,Chris Moore,https://www.pro-football-reference.com/players/M/MoorCh00.htm,WR,23,BAL,2016,2019,0,0,0,4,58,5,11,27,0,47,511,4,Cincinnati,https://www.sports-reference.com/cfb/players/chris-moore-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2016,4,112,Malcolm Mitchell,https://www.pro-football-reference.com/players/M/MitcMa01.htm,WR,24,NWE,2016,2016,0,0,0,4,14,6,,,,32,401,4,Georgia,https://www.sports-reference.com/cfb/players/malcolm-mitchell-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2016,4,114,Ricardo Louis,https://www.pro-football-reference.com/players/L/LouiRi00.htm,WR,22,CLE,2016,2017,0,0,1,3,32,12,,,,45,562,0,Auburn,https://www.sports-reference.com/cfb/players/ricardo-louis-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2016,4,117,Pharoh Cooper,https://www.pro-football-reference.com/players/C/CoopPh00.htm,WR,21,LAR,2016,2019,1,1,0,5,46,5,2,8,0,50,433,1,South Carolina,https://www.sports-reference.com/cfb/players/pharoh-cooper-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2016,4,126,Demarcus Robinson,https://www.pro-football-reference.com/players/R/RobiDe01.htm,WR,21,KAN,2016,2019,0,0,2,10,64,23,,,,75,949,8,Florida,https://www.sports-reference.com/cfb/players/demarcus-robinson-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2016,5,140,Tajae Sharpe,https://www.pro-football-reference.com/players/S/SharTa00.htm,WR,21,TEN,2016,2019,0,0,2,11,47,29,2,17,0,92,1167,8,Massachusetts,https://www.sports-reference.com/cfb/players/tajae-sharpe-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2016,5,154,Jordan Payton,https://www.pro-football-reference.com/players/P/PaytJo00.htm,WR,23,CLE,2016,2016,0,0,0,0,4,0,,,,1,3,0,UCLA,https://www.sports-reference.com/cfb/players/jordan-payton-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2016,5,163,Trevor Davis,https://www.pro-football-reference.com/players/D/DaviTr03.htm,WR,23,GNB,2016,2019,0,0,0,2,43,4,6,86,1,16,205,1,California,https://www.sports-reference.com/cfb/players/trevor-davis-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2016,5,165,Tyreek Hill,https://www.pro-football-reference.com/players/H/HillTy00.htm,WR,22,KAN,2016,2019,2,4,3,47,59,42,71,500,4,281,4115,32,West Alabama,https://www.sports-reference.com/cfb/players/tyreek-hill-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2016,5,172,Rashard Higgins,https://www.pro-football-reference.com/players/H/HiggRa00.htm,WR,21,CLE,2016,2019,0,0,0,6,54,6,1,4,0,76,1016,7,Colorado St.,https://www.sports-reference.com/cfb/players/rashard-higgins-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2016,6,180,Moritz Boehringer,https://www.pro-football-reference.com/players/B/BoehMo00.htm,WR,22,MIN,,,0,0,0,,,,,,,,,,,https://www.sports-reference.com/cfb/players/moritz-boehringer-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2016,6,186,Jakeem Grant,https://www.pro-football-reference.com/players/G/GranJa00.htm,WR,23,MIA,2016,2019,0,0,0,9,52,4,9,23,1,53,635,4,Texas Tech,https://www.sports-reference.com/cfb/players/jakeem-grant-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2016,6,192,Kolby Listenbee,https://www.pro-football-reference.com/players/L/ListKo00.htm,WR,22,BUF,,,0,0,0,,,,,,,,,,TCU,https://www.sports-reference.com/cfb/players/kolby-listenbee-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2016,6,199,Cody Core,https://www.pro-football-reference.com/players/C/CoreCo00.htm,WR,22,CIN,2016,2019,0,0,0,3,51,7,,,,33,388,1,Mississippi,https://www.sports-reference.com/cfb/players/cody-core-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2016,6,206,Mike Thomas,https://www.pro-football-reference.com/players/T/ThomMi04.htm,WR,22,LAR,2016,2019,0,0,0,1,40,1,,,,10,144,0,Southern Miss,https://www.sports-reference.com/cfb/players/michael-thomas-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
