year,round,pick,player,pos,draft age,team,entry year,last year,1st team pro select,pro select,weighted career av,years as primary starter,games,games started,rushing attempts,rushing yards,rushing td,receiving attemps,receiving yards,receiving td,nfl url,nfl age,nfl team,nfl pos,nfl no,nfl game,nfl game started,nfl target,nfl receptions,nfl yards,nfl y/r,nfl td,nfl first downs,nfl longest rec,nfl rec per game,nfl yards per game,nfl catch ratio,nfl yards per target,nfl rushes,nfl rush yards,nfl rush td,nfl first downs rush,nfl longest rush,nfl rush yards per attempt,nfl rush yards per game,nfl rush attempt per games,nfl total touches,nfl yards per touch,nfl yards from scrimmage,nfl total td,nfl fumbles,nfl av,nfl table type,college,cfb url,cfb school,cfb conference,cfb class,cfb pos,cfb games,cfb receptions,cfb yards,cfb average,cfb td,cfb attemps rushing,cfb yards rushing,cfb avg rushing,cfb td rushing,cfb scrimmages,cfb yards total,cfb avg total,cfb td total,combine player,combine pos,combine ht,combine wt,combine forty,combine vertical,combine benchreps,combine broadjump,combine cone,combine shuttle,combine year,combine pfr_id,combine av,combine team,combine round,combine pick,nfl method,cfb method,combine method
2006,7,251,David Anderson,WR,23.0,HOU,2006.0,2011.0,0,0,1,7.0,67.0,10.0,,,,88.0,965.0,4.0,https://www.pro-football-reference.com/players/A/AndeDa01.htm,,WAS,,88.0,67.0,10.0,134.0,88.0,965.0,11.0,4.0,50.0,65.0,1.3,14.4,0.657,7.2,,,,,,,,,88.0,11.0,965.0,4.0,1.0,8.0,Receiving & Rushing Table,Colorado St.,https://www.sports-reference.com/cfb/players/david-anderson-1.html,Colorado State,MWC,SR,WR,46.0,223.0,3634.0,16.3,20.0,4.0,18.0,4.5,0.0,227.0,3652.0,16.1,20.0,David Anderson,WR,70.0,192.0,4.57,34.0,,116.0,6.88,4.2,2006.0,AndeDa01,3.0,Houston Texans,7.0,251.0,success from main,success,success from merge
2006,7,252,Marques Colston,WR,23.0,NOR,2006.0,2015.0,0,0,7,73.0,146.0,106.0,2.0,7.0,0.0,711.0,9759.0,72.0,https://www.pro-football-reference.com/players/C/ColsMa00.htm,32.0,NOR,wr,12.0,146.0,106.0,1099.0,711.0,9759.0,13.7,72.0,506.0,86.0,4.9,66.8,0.647,8.9,2.0,7.0,0.0,0.0,6.0,3.5,0.0,0.0,713.0,13.7,9766.0,72.0,10.0,90.0,Receiving & Rushing Table,Hofstra,https://www.sports-reference.com/cfb/players/marques-colston-1.html,,,,,,,,,,,,,,,,,,Marques Colston,WR,77.0,224.0,4.5,37.0,16.0,123.0,6.94,4.43,2006.0,ColsMa00,28.0,New Orleans Saints,7.0,252.0,success from main,fail (eg link broken),success from merge
2006,7,255,Kevin McMahan,WR,,OAK,,,0,0,0,,,,,,,,,,nfl link is missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maine,https://www.sports-reference.com/cfb/players/kevin-mcmahan-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fail (eg link broken),fail (eg link broken),fail after search (missing link)
2005,1,3,Braylon Edwards,WR,22.0,CLE,2005.0,2012.0,0,1,5,41.0,112.0,93.0,4.0,11.0,0.0,359.0,5522.0,40.0,https://www.pro-football-reference.com/players/E/EdwaBr00.htm,,SEA,wr,17.0,112.0,93.0,741.0,359.0,5522.0,15.4,40.0,207.0,80.0,3.2,49.3,0.484,7.5,4.0,11.0,0.0,1.0,8.0,2.8,0.1,0.0,363.0,15.2,5533.0,40.0,5.0,47.0,Receiving & Rushing Table,Michigan,https://www.sports-reference.com/cfb/players/braylon-edwards-1.html,Michigan,Big Ten,SR,WR,44.0,252.0,3541.0,14.1,39.0,10.0,72.0,7.2,0.0,262.0,3613.0,13.8,39.0,Braylon Edwards,WR,75.0,211.0,4.45,,,,,,2005.0,EdwaBr00,23.0,Cleveland Browns,1.0,3.0,success from main,success,success from merge
2005,1,7,Troy Williamson,WR,22.0,MIN,2005.0,2009.0,0,0,2,8.0,49.0,24.0,6.0,58.0,0.0,87.0,1131.0,4.0,https://www.pro-football-reference.com/players/W/WillTr01.htm,26.0,JAX,wr,84.0,49.0,24.0,184.0,87.0,1131.0,13.0,4.0,52.0,60.0,1.8,23.1,0.473,6.1,6.0,58.0,0.0,3.0,26.0,9.7,1.2,0.1,93.0,12.8,1189.0,4.0,1.0,8.0,Receiving & Rushing Table,South Carolina,https://www.sports-reference.com/cfb/players/troy-williamson-1.html,South Carolina,SEC,JR,WR,34.0,91.0,1754.0,19.3,13.0,12.0,101.0,8.4,0.0,103.0,1855.0,18.0,13.0,Troy Williamson,WR,73.0,203.0,4.32,,,,6.99,,2005.0,WillTr01,8.0,Minnesota Vikings,1.0,7.0,success from main,success,success from merge
2005,1,10,Mike Williams,WR,21.0,DET,2005.0,2011.0,0,0,2,12.0,56.0,30.0,1.0,0.0,0.0,127.0,1526.0,5.0,https://www.pro-football-reference.com/players/W/WillMi03.htm,27.0,SEA,WR,17.0,56.0,30.0,246.0,127.0,1526.0,12.0,5.0,79.0,68.0,2.3,27.3,0.516,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,11.9,1526.0,5.0,3.0,13.0,Receiving & Rushing Table,USC,https://www.sports-reference.com/cfb/players/mike-williams-3.html,USC,Pac-10,SO,WR,26.0,176.0,2579.0,14.7,30.0,5.0,35.0,7.0,0.0,181.0,2614.0,14.4,30.0,Mike Williams-02,WR,77.0,229.0,4.56,36.5,,,,,2005.0,WillMi03,5.0,Detroit Lions,1.0,10.0,success from main,success,success from merge
2005,1,21,Matt Jones,WR,22.0,JAX,2005.0,2008.0,0,0,1,22.0,54.0,15.0,14.0,36.0,0.0,166.0,2153.0,15.0,https://www.pro-football-reference.com/players/J/JoneMa00.htm,25.0,JAX,WR,18.0,54.0,15.0,302.0,166.0,2153.0,13.0,15.0,117.0,49.0,3.1,39.9,0.55,7.1,14.0,36.0,0.0,2.0,25.0,2.6,0.7,0.3,180.0,12.2,2189.0,15.0,4.0,23.0,Receiving & Rushing Table,Arkansas,https://www.sports-reference.com/cfb/players/matt-jones-1.html,Arkansas,SEC,SR,QB,46.0,417.0,755.0,55.2,5857.0,7.8,7.4,53.0,30.0,135.6,,,,Matt Jones-01,TE,78.0,242.0,4.37,39.5,,129.0,,,2005.0,JoneMa00,16.0,Jacksonville Jaguars,1.0,21.0,success from main,success,success from merge
2005,1,22,Mark Clayton,WR,23.0,BAL,2005.0,2011.0,0,0,3,27.0,83.0,65.0,26.0,118.0,2.0,260.0,3448.0,14.0,https://www.pro-football-reference.com/players/C/ClayMa01.htm,29.0,STL,wr,89.0,83.0,65.0,491.0,260.0,3448.0,13.3,14.0,155.0,87.0,3.1,41.5,0.53,7.0,26.0,118.0,2.0,6.0,42.0,4.5,1.4,0.3,286.0,12.5,3566.0,16.0,1.0,30.0,Receiving & Rushing Table,Oklahoma,https://www.sports-reference.com/cfb/players/mark-clayton-1.html,Oklahoma,Big 12,SR,WR,51.0,220.0,3236.0,14.7,31.0,14.0,82.0,5.9,0.0,234.0,3318.0,14.2,31.0,Mark Clayton,WR,70.0,193.0,4.41,36.5,,118.0,6.95,4.07,2005.0,ClayMa01,16.0,Baltimore Ravens,1.0,22.0,success from main,success,success from merge
2005,1,27,Roddy White,WR,23.0,ATL,2005.0,2015.0,1,4,10,88.0,171.0,149.0,9.0,19.0,0.0,808.0,10863.0,63.0,https://www.pro-football-reference.com/players/W/WhitRo00.htm,34.0,ATL,WR,84.0,171.0,149.0,1377.0,808.0,10863.0,13.4,63.0,549.0,90.0,4.7,63.5,0.5870000000000001,7.9,9.0,19.0,0.0,1.0,16.0,2.1,0.1,0.1,817.0,13.3,10882.0,63.0,14.0,107.0,Receiving & Rushing Table,Ala-Birmingham,https://www.sports-reference.com/cfb/players/roddy-white-1.html,UAB,CUSA,SR,WR,45.0,163.0,3112.0,19.1,26.0,1.0,17.0,17.0,0.0,164.0,3129.0,19.1,26.0,Roddy White,WR,73.0,207.0,4.46,,,,,,2005.0,WhitRo00,19.0,Atlanta Falcons,1.0,27.0,success from main,success,success from merge
2005,2,35,Reggie Brown,WR,24.0,PHI,2005.0,2009.0,0,0,3,20.0,72.0,45.0,11.0,68.0,1.0,177.0,2574.0,17.0,https://www.pro-football-reference.com/players/B/BrowRe01.htm,28.0,PHI,wr,86.0,72.0,45.0,337.0,177.0,2574.0,14.5,17.0,114.0,60.0,2.5,35.8,0.525,7.6,11.0,68.0,1.0,4.0,15.0,6.2,0.9,0.2,188.0,14.1,2642.0,18.0,2.0,21.0,Receiving & Rushing Table,Georgia,https://www.sports-reference.com/cfb/players/reggie-brown-2.html,Georgia,SEC,SR,WR,52.0,144.0,2008.0,13.9,12.0,11.0,87.0,7.9,0.0,155.0,2095.0,13.5,12.0,Reggie Brown,WR,74.0,196.0,4.45,41.5,,128.0,6.99,3.94,2005.0,BrowRe01,18.0,Philadelphia Eagles,2.0,35.0,success from main,success,success from merge
2005,2,39,Mark Bradley,WR,23.0,CHI,2005.0,2009.0,0,0,1,10.0,57.0,18.0,2.0,20.0,0.0,92.0,1283.0,9.0,https://www.pro-football-reference.com/players/B/BradMa00.htm,27.0,KAN,wr,83.0,57.0,18.0,196.0,92.0,1283.0,13.9,9.0,34.0,75.0,1.6,22.5,0.469,6.5,2.0,20.0,0.0,1.0,22.0,10.0,0.4,0.0,94.0,13.9,1303.0,9.0,1.0,11.0,Receiving & Rushing Table,Oklahoma,https://www.sports-reference.com/cfb/players/mark-bradley-1.html,Oklahoma,Big 12,SR,WR,25.0,34.0,685.0,20.1,9.0,4.0,73.0,18.3,1.0,38.0,758.0,19.9,10.0,Mark Bradley,WR,73.0,201.0,4.37,39.5,,128.0,6.96,3.98,2005.0,BradMa00,5.0,Chicago Bears,2.0,39.0,success from main,success,success from merge
2005,2,55,Roscoe Parrish,WR,23.0,BUF,2005.0,2012.0,0,0,0,14.0,90.0,14.0,14.0,71.0,1.0,134.0,1502.0,7.0,https://www.pro-football-reference.com/players/P/ParrRo00.htm,30.0,TAM,,12.0,90.0,14.0,231.0,134.0,1502.0,11.2,7.0,73.0,51.0,1.5,16.7,0.58,6.5,14.0,71.0,1.0,4.0,24.0,5.1,0.8,0.2,148.0,10.6,1573.0,8.0,14.0,15.0,Receiving & Rushing Table,Miami (FL),https://www.sports-reference.com/cfb/players/roscoe-parrish-1.html,Miami (FL),ACC,JR,WR,36.0,86.0,1355.0,15.8,12.0,19.0,186.0,9.8,1.0,105.0,1541.0,14.7,13.0,Roscoe Parrish,WR,70.0,168.0,4.37,,,,,,2005.0,ParrRo00,9.0,Buffalo Bills,2.0,55.0,success from main,success,success from merge
2005,2,58,Terrence Murphy,WR,22.0,GNB,2005.0,2005.0,0,0,0,0.0,3.0,0.0,,,,5.0,36.0,0.0,https://www.pro-football-reference.com/players/M/MurpTe00.htm,23.0,GNB,,85.0,3.0,,11.0,5.0,36.0,7.2,0.0,4.0,12.0,1.7,12.0,0.455,3.3,,,,,,,,,5.0,7.2,36.0,0.0,0.0,0.0,Receiving & Rushing Table,Texas A&M,https://www.sports-reference.com/cfb/players/terrence-murphy-1.html,Texas A&M,Big 12,SR,WR,45.0,172.0,2600.0,15.1,10.0,17.0,209.0,12.3,1.0,189.0,2809.0,14.9,11.0,Terrence Murphy,WR,73.0,202.0,4.39,,,,,,2005.0,MurpTe00,0.0,Green Bay Packers,2.0,58.0,success from main,success,success from merge
2005,2,61,Vincent Jackson,WR,22.0,SDG,2005.0,2016.0,0,3,8,76.0,155.0,137.0,15.0,161.0,0.0,540.0,9080.0,57.0,https://www.pro-football-reference.com/players/J/JackVi00.htm,33.0,TAM,wr,83.0,155.0,137.0,1035.0,540.0,9080.0,16.8,57.0,431.0,95.0,3.5,58.6,0.522,8.8,15.0,161.0,0.0,6.0,41.0,10.7,1.0,0.1,555.0,16.7,9241.0,57.0,3.0,92.0,Receiving & Rushing Table,Northern Colorado,https://www.sports-reference.com/cfb/players/vincent-jackson-1.html,,,,,,,,,,,,,,,,,,Vincent Jackson,WR,77.0,241.0,4.46,39.0,,,,,2005.0,JackVi00,15.0,San Diego Chargers,2.0,61.0,success from main,fail (eg link broken),success from merge
2005,3,68,Courtney Roby,WR,22.0,TEN,2005.0,2014.0,0,0,0,3.0,92.0,6.0,3.0,19.0,0.0,26.0,343.0,1.0,https://www.pro-football-reference.com/players/R/RobyCo00.htm,31.0,ATL,,15.0,92.0,6.0,55.0,26.0,343.0,13.2,1.0,14.0,32.0,0.3,3.7,0.473,6.2,3.0,19.0,0.0,1.0,11.0,6.3,0.2,0.0,29.0,12.5,362.0,1.0,5.0,,Receiving & Rushing Table,Indiana,https://www.sports-reference.com/cfb/players/courtney-roby-1.html,Indiana,Big Ten,SR,WR,45.0,170.0,2524.0,14.8,12.0,31.0,207.0,6.7,2.0,201.0,2731.0,13.6,14.0,Courtney Roby,WR,72.0,189.0,4.41,36.5,,126.0,6.6,3.94,2005.0,RobyCo00,2.0,Tennessee Titans,3.0,68.0,success from main1,success,success from merge
2005,3,83,Chris Henry,WR,22.0,CIN,2005.0,2009.0,0,0,0,16.0,55.0,12.0,,,,119.0,1826.0,21.0,https://www.pro-football-reference.com/players/H/HenrCh00.htm,26.0,CIN,,15.0,55.0,12.0,232.0,119.0,1826.0,15.3,21.0,82.0,73.0,2.2,33.2,0.513,7.9,,,,,,,,,119.0,15.3,1826.0,21.0,2.0,17.0,Receiving & Rushing Table,West Virginia,https://www.sports-reference.com/cfb/players/chris-henry-3.html,West Virginia,Big East,JR,WR,23.0,93.0,1878.0,20.2,22.0,1.0,2.0,2.0,0.0,94.0,1880.0,20.0,22.0,Chris Henry-01,WR,76.0,197.0,4.5,,,,,,2005.0,HenrCh00,14.0,Cincinnati Bengals,3.0,83.0,success from main,success,success from merge
2005,3,96,Brandon Jones,WR,23.0,TEN,2005.0,2009.0,0,0,2,12.0,59.0,27.0,6.0,76.0,0.0,113.0,1398.0,9.0,https://www.pro-football-reference.com/players/J/JoneBr02.htm,27.0,SFO,,81.0,59.0,27.0,201.0,113.0,1398.0,12.4,9.0,77.0,53.0,1.9,23.7,0.562,7.0,6.0,76.0,0.0,3.0,28.0,12.7,1.3,0.1,119.0,12.4,1474.0,9.0,1.0,13.0,Receiving & Rushing Table,Oklahoma,https://www.sports-reference.com/cfb/players/brandon-jones-3.html,Oklahoma,Big 12,SR,WR,46.0,82.0,1187.0,14.5,14.0,1.0,0.0,0.0,0.0,83.0,1187.0,14.3,14.0,Brandon Jones,WR,73.0,210.0,4.42,37.0,,114.0,7.03,4.08,2005.0,JoneBr02,8.0,Tennessee Titans,3.0,96.0,success from main,success,success from merge
2005,4,114,Jerome Mathis,WR,22.0,HOU,2005.0,2007.0,1,1,0,4.0,17.0,0.0,,,,6.0,80.0,1.0,https://www.pro-football-reference.com/players/M/MathJe00.htm,24.0,HOU,,13.0,17.0,,14.0,6.0,80.0,13.3,1.0,3.0,34.0,0.4,4.7,0.429,5.7,,,,,,,,,6.0,13.3,80.0,1.0,3.0,,Receiving & Rushing Table,Hampton,https://www.sports-reference.com/cfb/players/jerome-mathis-1.html,,,,,,,,,,,,,,,,,,Jerome Mathis,WR,71.0,181.0,4.28,35.5,,123.0,,,2005.0,MathJe00,4.0,Houston Texans,4.0,114.0,success from main1,fail (eg link broken),success from merge
2005,4,116,Craphonso Thorpe,WR,22.0,KAN,2007.0,2007.0,0,0,0,1.0,5.0,0.0,,,,12.0,70.0,1.0,https://www.pro-football-reference.com/players/T/ThorCr00.htm,24.0,IND,,15.0,5.0,,20.0,12.0,70.0,5.8,1.0,4.0,12.0,2.4,14.0,0.6,3.5,,,,,,,,,12.0,5.8,70.0,1.0,0.0,,Receiving & Rushing Table,Florida St.,https://www.sports-reference.com/cfb/players/craphonso-thorpe-1.html,Florida State,ACC,SR,WR,47.0,123.0,2153.0,17.5,18.0,6.0,13.0,2.2,0.0,129.0,2166.0,16.8,18.0,Craphonso Thorpe,WR,73.0,188.0,4.38,,,,,,2005.0,ThorCr00,1.0,Kansas City Chiefs,4.0,116.0,success from main1,success,success from merge
2005,4,118,Chase Lyman,WR,,NOR,,,0,0,0,,,,,,,,,,nfl link is missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California,https://www.sports-reference.com/cfb/players/chase-lyman-1.html,California,Pac-10,SR,WR,34.0,54.0,1089.0,20.2,9.0,2.0,18.0,9.0,0.0,56.0,1107.0,19.8,9.0,Chase Lyman,WR,75.0,217.0,4.5,,,,,,2005.0,,0.0,New Orleans Saints,4.0,118.0,fail (eg link broken),success,success from merge
2005,4,131,Fred Gibson,WR,,PIT,,,0,0,0,,,,,,,,,,nfl link is missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,https://www.sports-reference.com/cfb/players/fred-gibson-1.html,Georgia,SEC,SR,WR,45.0,161.0,2884.0,17.9,20.0,5.0,32.0,6.4,0.0,166.0,2916.0,17.6,20.0,Fred Gibson,WR,76.0,196.0,4.55,38.5,,126.0,7.03,4.1,2005.0,,0.0,Pittsburgh Steelers,4.0,131.0,fail (eg link broken),success,success from merge
2005,4,136,Roydell Williams,WR,24.0,TEN,2005.0,2010.0,0,0,1,10.0,56.0,16.0,2.0,-17.0,0.0,92.0,1248.0,6.0,https://www.pro-football-reference.com/players/W/WillRo05.htm,29.0,WAS,,87.0,56.0,16.0,171.0,92.0,1248.0,13.6,6.0,63.0,50.0,1.6,22.3,0.5379999999999999,7.3,2.0,-17.0,0.0,0.0,0.0,-8.5,-0.3,0.0,94.0,13.1,1231.0,6.0,0.0,10.0,Receiving & Rushing Table,Tulane,https://www.sports-reference.com/cfb/players/roydell-williams-1.html,Tulane,CUSA,SR,WR,48.0,215.0,3207.0,14.9,35.0,3.0,-15.0,-5.0,0.0,218.0,3192.0,14.6,35.0,,,,,,,,,,,,,,,,,success from main,success,fail after search (missing table)
2005,5,140,Airese Currie,WR,22.0,CHI,2006.0,2006.0,0,0,0,0.0,1.0,0.0,,,,,,,https://www.pro-football-reference.com/players/C/CurrAi00.htm,24.0,CHI,,17.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Games Table,Clemson,https://www.sports-reference.com/cfb/players/airese-currie-1.html,Clemson,ACC,SR,WR,45.0,137.0,2025.0,14.8,10.0,14.0,26.0,1.9,0.0,151.0,2051.0,13.6,10.0,Airese Currie,WR,70.0,186.0,4.49,38.0,,125.0,7.05,4.07,2005.0,CurrAi00,0.0,Chicago Bears,5.0,140.0,success from main,success,success from merge
2005,5,155,Larry Brackins,WR,,TAM,,,0,0,0,,,,,,,,,,nfl link is missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pearl River CC,https://www.sports-reference.com/cfb/players/larry-brackins-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fail (eg link broken),fail (eg link broken),fail after search (missing link)
2005,5,174,Rasheed Marshall,WR,24.0,SFO,2005.0,2005.0,0,0,0,0.0,12.0,0.0,1.0,-7.0,0.0,1.0,-1.0,0.0,https://www.pro-football-reference.com/players/M/MarsRa00.htm,24.0,SFO,,89.0,12.0,,6.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.1,-0.1,0.16699999999999998,-0.2,1.0,-7.0,0.0,0.0,-7.0,-7.0,-0.6,0.1,2.0,-4.0,-8.0,0.0,4.0,,Receiving & Rushing Table,West Virginia,https://www.sports-reference.com/cfb/players/rasheed-marshall-1.html,West Virginia,Big East,SR,QB,39.0,391.0,724.0,54.0,5098.0,7.0,6.8,42.0,23.0,125.9,,,,Rasheed Marshall,WR,72.0,185.0,4.51,38.0,,121.0,6.81,3.95,2005.0,MarsRa00,0.0,San Francisco 49ers,5.0,174.0,success from main1,success,success from merge
2005,6,185,Chad Owens,WR,23.0,JAX,2005.0,2007.0,0,0,0,0.0,6.0,0.0,,,,,,,https://www.pro-football-reference.com/players/O/OwenCh00.htm,,JAX,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Kick & Punt Returns Table,Hawaii,https://www.sports-reference.com/cfb/players/chad-owens-1.html,Hawaii,WAC,SR,WR,44.0,239.0,3031.0,12.7,29.0,9.0,62.0,6.9,1.0,248.0,3093.0,12.5,30.0,Chad Owens,WR,67.0,183.0,4.62,37.0,,116.0,6.7,3.94,2005.0,OwenCh00,0.0,Jacksonville Jaguars,6.0,185.0,fail after main1,success,success from merge
2005,6,190,Tab Perry,WR,23.0,CIN,2005.0,2007.0,0,0,0,1.0,20.0,1.0,6.0,22.0,1.0,10.0,109.0,1.0,https://www.pro-football-reference.com/players/P/PerrTa00.htm,25.0,CIN,wr,88.0,20.0,1.0,16.0,10.0,109.0,10.9,1.0,6.0,30.0,0.5,5.5,0.625,6.8,6.0,22.0,1.0,1.0,9.0,3.7,1.1,0.3,16.0,8.2,131.0,2.0,2.0,,Receiving & Rushing Table,UCLA,https://www.sports-reference.com/cfb/players/tab-perry-1.html,UCLA,Pac-10,SR,WR,42.0,84.0,1547.0,18.4,6.0,3.0,20.0,6.7,1.0,87.0,1567.0,18.0,7.0,Tab Perry,WR,74.0,229.0,4.46,34.0,,116.0,7.0,,2005.0,PerrTa00,1.0,Cincinnati Bengals,6.0,190.0,success from main1,success,success from merge
2005,6,192,Dante Ridgeway,WR,21.0,STL,2005.0,2005.0,0,0,0,0.0,8.0,0.0,,,,2.0,26.0,0.0,https://www.pro-football-reference.com/players/R/RidgDa00.htm,21.0,NYJ,,84.0,8.0,,3.0,2.0,26.0,13.0,0.0,0.0,17.0,0.3,3.3,0.667,8.7,,,,,,,,,2.0,13.0,26.0,0.0,0.0,0.0,Receiving & Rushing Table,Ball St.,https://www.sports-reference.com/cfb/players/dante-ridgeway-1.html,Ball State,MAC,JR,WR,35.0,238.0,3030.0,12.7,22.0,2.0,-5.0,-2.5,1.0,240.0,3025.0,12.6,23.0,,,,,,,,,,,,,,,,,success from main,success,fail after search (missing table)
2005,6,195,Craig Bragg,WR,,GNB,,,0,0,0,,,,,,,,,,nfl link is missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,https://www.sports-reference.com/cfb/players/craig-bragg-1.html,UCLA,Pac-10,SR,WR,46.0,193.0,2845.0,14.7,19.0,16.0,151.0,9.4,2.0,209.0,2996.0,14.3,21.0,Craig Bragg,WR,73.0,196.0,4.46,36.0,,,,,2005.0,,0.0,Green Bay Packers,6.0,195.0,fail (eg link broken),success,success from merge
2005,7,223,Marcus Maxwell,WR,22.0,SFO,2005.0,2007.0,0,0,0,0.0,9.0,0.0,,,,1.0,5.0,0.0,https://www.pro-football-reference.com/players/M/MaxwMa00.htm,24.0,CIN,,10.0,9.0,,2.0,1.0,5.0,5.0,0.0,1.0,5.0,0.1,0.6,0.5,2.5,,,,,,,,,1.0,5.0,5.0,0.0,0.0,0.0,Receiving & Rushing Table,Oregon,https://www.sports-reference.com/cfb/players/marcus-maxwell-1.html,Oregon,Pac-10,SR,WR,18.0,36.0,401.0,11.1,2.0,,,,,36.0,401.0,11.1,2.0,,,,,,,,,,,,,,,,,success from main,success,fail after search (missing table)
2005,7,225,Paris Warren,WR,23.0,TAM,2006.0,2006.0,0,0,0,0.0,8.0,0.0,,,,5.0,63.0,0.0,https://www.pro-football-reference.com/players/W/WarrPa00.htm,24.0,TAM,,82.0,8.0,,7.0,5.0,63.0,12.6,0.0,2.0,26.0,0.6,7.9,0.7140000000000001,9.0,,,,,,,,,5.0,12.6,63.0,0.0,0.0,0.0,Receiving & Rushing Table,Utah,https://www.sports-reference.com/cfb/players/paris-warren-2.html,Utah,MWC,SR,WR,23.0,156.0,1885.0,12.1,16.0,48.0,281.0,5.9,3.0,204.0,2166.0,10.6,19.0,Paris Warren,WR,72.0,219.0,4.71,31.5,,,,,2005.0,WarrPa00,0.0,Tampa Bay Buccaneers,7.0,225.0,success from main,success,success from merge
2005,7,226,LeRon McCoy,WR,23.0,ARI,2005.0,2005.0,0,0,0,1.0,10.0,4.0,,,,18.0,191.0,1.0,https://www.pro-football-reference.com/players/M/McCoLe00.htm,23.0,ARI,wr,19.0,10.0,4.0,30.0,18.0,191.0,10.6,1.0,11.0,24.0,1.8,19.1,0.6,6.4,,,,,,,,,18.0,10.6,191.0,1.0,0.0,1.0,Receiving & Rushing Table,Indiana (PA),https://www.sports-reference.com/cfb/players/leron-mccoy-1.html,,,,,,,,,,,,,,,,,,Leron McCoy,WR,73.0,211.0,4.4,37.0,,120.0,7.19,4.21,2005.0,McCoLe00,1.0,Arizona Cardinals,7.0,226.0,success from main,fail (eg link broken),success from merge
2005,7,240,Harry Williams,WR,23.0,NYJ,2005.0,2007.0,0,0,0,0.0,3.0,0.0,,,,,,,https://www.pro-football-reference.com/players/W/WillHa20.htm,,HOU,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Defense & Fumbles Table,Tuskegee,https://www.sports-reference.com/cfb/players/harry-williams-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fail after main1,fail (eg link broken),fail after search (missing table)
2005,7,253,J.R. Russell,WR,,TAM,,,0,0,0,,,,,,,,,,nfl link is missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louisville,https://www.sports-reference.com/cfb/players/j.r.-russell-1.html,,,,,,,,,,,,,,,,,,J.R. Russell,WR,75.0,206.0,4.56,34.5,,,,,2005.0,,0.0,Tampa Bay Buccaneers,7.0,253.0,fail (eg link broken),fail (eg link broken),success from merge
2004,1,3,Larry Fitzgerald,WR,21.0,ARI,2004.0,2019.0,1,11,16,92.0,250.0,248.0,20.0,68.0,0.0,1378.0,17083.0,120.0,https://www.pro-football-reference.com/players/F/FitzLa00.htm,36.0,ARI,WR,11.0,250.0,248.0,2263.0,1378.0,17083.0,12.4,120.0,881.0,80.0,5.5,68.3,0.609,7.5,20.0,68.0,0.0,5.0,15.0,3.4,0.3,0.1,1398.0,12.3,17151.0,120.0,13.0,133.0,Receiving & Rushing Table,Pittsburgh,https://www.sports-reference.com/cfb/players/larry-fitzgerald-1.html,Pitt,Big East,SO,WR,26.0,161.0,2677.0,16.6,34.0,1.0,7.0,7.0,0.0,162.0,2684.0,16.6,34.0,Larry Fitzgerald,WR,75.0,225.0,4.48,,,,,,2004.0,FitzLa00,24.0,Arizona Cardinals,1.0,3.0,success from main,success,success from merge
2004,1,7,Roy Williams,WR,22.0,DET,2004.0,2011.0,0,1,7,42.0,115.0,94.0,6.0,17.0,0.0,393.0,5715.0,44.0,https://www.pro-football-reference.com/players/W/WillRo04.htm,30.0,CHI,WR,11.0,115.0,94.0,720.0,393.0,5715.0,14.5,44.0,247.0,91.0,3.4,49.7,0.546,7.9,6.0,17.0,0.0,1.0,13.0,2.8,0.1,0.1,399.0,14.4,5732.0,44.0,9.0,49.0,Receiving & Rushing Table,Texas,https://www.sports-reference.com/cfb/players/roy-williams-3.html,Texas,Big 12,SR,WR,48.0,241.0,3866.0,16.0,36.0,16.0,243.0,15.2,3.0,257.0,4109.0,16.0,39.0,Roy Williams-02,WR,74.0,212.0,4.48,,,,,,2004.0,WillRo04,24.0,Detroit Lions,1.0,7.0,success from main,success,success from merge
